TC_ID	Chr.wt	start	end	Strand.dcp2	Assigned_gene_name	in_coding_gene
8442	chrIV	1195150	1195201	-	YDR359C	NA
8443	chrIV	1196281	1196306	-	YDR361C	NA
8444	chrIV	1198772	1198821	-	YDR362C	NA
8445	chrIV	1202337	1202383	-	NA	NA
8446	chrIV	1204178	1204236	-	YDR364C	NA
8447	chrIV	1206409	1206455	-	YDR365C	NA
8448	chrIV	1206679	1206702	-	YDR365C	NA
8449	chrIV	1215445	1215498	-	NA	YDR369C
8450	chrIV	1217572	1217616	-	YDR369C	NA
8451	chrIV	1219089	1219124	-	YDR370C	NA
8452	chrIV	1222186	1222258	-	YDR372C	NA
8453	chrIV	1222410	1222465	-	YDR372C	NA
8454	chrIV	1223358	1223390	-	NA	NA
8455	chrIV	1223738	1223768	-	NA	YDR374C
8456	chrIV	1226518	1226579	-	YDR375C	NA
8457	chrIV	1229607	1229632	-	YDR378C	NA
8458	chrIV	1229848	1229868	-	YDR378C	NA
8459	chrIV	1230057	1230098	-	YDR378C	NA
8460	chrIV	1233515	1233562	-	YDR379C-A	NA
8461	chrIV	1233606	1233753	-	YDR379C-A	NA
8462	chrIV	1235957	1235986	-	NA	NA
8463	chrIV	1236159	1236199	-	NA	NA
8464	chrIV	1238822	1238869	-	YDR381C-A	NA
8465	chrIV	1239081	1239122	-	YDR381C-A	NA
8466	chrIV	1240671	1240704	-	YDR383C	YDR383C
8467	chrIV	1241851	1241856	-	NA	YDR384C
8468	chrIV	1242100	1242160	-	YDR384C	NA
8469	chrIV	1242205	1242265	-	YDR384C	NA
8470	chrIV	1246676	1246683	-	NA	NA
8471	chrIV	1246881	1246901	-	NA	NA
8472	chrIV	1249900	1249967	-	YDR387C	NA
8473	chrIV	1251899	1251912	-	NA	NA
8474	chrIV	1252280	1252299	-	NA	NA
8475	chrIV	1256845	1256890	-	YDR390C	NA
8476	chrIV	1258063	1258090	-	YDR391C	NA
8477	chrIV	1258443	1258493	-	YDR391C	NA
8478	chrIV	1260159	1260218	-	NA	NA
8479	chrIV	1261373	1261399	-	NA	NA
8480	chrIV	1266948	1266975	-	YDR397C	NA
8481	chrIV	1267142	1267205	-	YDR397C	NA
8482	chrIV	1275683	1275700	-	NA	NA
8483	chrIV	1275761	1275790	-	NA	NA
8484	chrIV	1276965	1277016	-	NA	YDR404C
8485	chrIV	1277104	1277125	-	NA	YDR404C
8486	chrIV	1277324	1277376	-	YDR404C	NA
8487	chrIV	1279794	1279829	-	NA	NA
8488	chrIV	1279896	1279950	-	NA	NA
8489	chrIV	1288013	1288060	-	YDR407C	NA
8490	chrIV	1288901	1288935	-	YDR408C	NA
8491	chrIV	1289125	1289151	-	YDR408C	NA
8492	chrIV	1292140	1292159	-	NA	NA
8493	chrIV	1293100	1293161	-	YDR410C	NA
8494	chrIV	1294415	1294444	-	YDR411C	NA
8495	chrIV	1296830	1296888	-	YDR414C	NA
8496	chrIV	1298205	1298237	-	YDR415C	NA
8497	chrIV	1300958	1301001	-	NA	NA
8498	chrIV	1301233	1301256	-	NA	NA
8499	chrIV	1303510	1303535	-	NA	NA
8500	chrIV	1303945	1303986	-	NA	NA
8501	chrIV	1312564	1312603	-	NA	NA
8502	chrIV	1313041	1313090	-	NA	NA
8503	chrIV	1317814	1317877	-	YDR422C	NA
8504	chrIV	1319177	1319273	-	YDR423C	YDR423C
8505	chrIV	1319859	1319898	-	YDR424C	NA
8506	chrIV	1321155	1321165	-	NA	NA
8507	chrIV	1321239	1321281	-	NA	NA
8508	chrIV	1324245	1324285	-	YDR428C	NA
8509	chrIV	1325308	1325338	-	YDR429C	NA
8510	chrIV	1328341	1328378	-	NA	YDR430C
8511	chrIV	1328526	1328552	-	YDR430C	NA
8512	chrIV	1333969	1334006	-	YDR435C	NA
8513	chrIV	1334336	1334349	-	YDR435C	NA
8514	chrIV	1335125	1335127	-	NA	NA
8515	chrIV	1337055	1337123	-	NA	NA
8516	chrIV	1339220	1339278	-	NA	NA
8517	chrIV	1339438	1339463	-	NA	NA
8518	chrIV	1342020	1342062	-	NA	NA
8519	chrIV	1342189	1342234	-	NA	NA
8520	chrIV	1344644	1344687	-	NA	YDR441C
8521	chrIV	1344826	1344894	-	NA	YDR441C
8522	chrIV	1344978	1345041	-	NA	YDR441C
8523	chrIV	1345211	1345214	-	YDR441C	NA
8524	chrIV	1349976	1350027	-	YDR443C	NA
8525	chrIV	1353524	1353575	-	YDR445C	NA
8526	chrIV	1355206	1355236	-	NA	YDR447C
8527	chrIV	1355573	1355590	-	YDR447C	NA
8528	chrIV	1358931	1358957	-	YDR449C	NA
8529	chrIV	1361441	1361505	-	NA	YDR451C
8530	chrIV	1362213	1362246	-	YDR451C	NA
8531	chrIV	1364444	1364539	-	NA	NA
8532	chrIV	1365389	1365415	-	NA	YDR453C
8533	chrIV	1365725	1365813	-	YDR453C	NA
8534	chrIV	1366840	1366866	-	YDR454C	NA
8535	chrIV	1369473	1369483	-	NA	NA
8536	chrIV	1382054	1382107	-	YDR458C	NA
8537	chrIV	1383476	1383552	-	YDR459C	NA
8538	chrIV	1385774	1385820	-	YDR461C-A	NA
8539	chrIV	1394597	1394639	-	YDR465C	NA
8540	chrIV	1394755	1394806	-	YDR465C	NA
8541	chrIV	1398752	1398846	-	YDR468C	NA
8542	chrIV	1401272	1401321	-	YDR470C	NA
8543	chrIV	1405419	1405487	-	NA	YDR473C
8544	chrIV	1405628	1405662	-	NA	YDR473C
8545	chrIV	1405885	1405933	-	YDR473C	NA
8546	chrIV	1409254	1409319	-	NA	YDR475C
8547	chrIV	1410115	1410227	-	YDR475C	NA
8548	chrIV	1410764	1410786	-	NA	YDR476C
8549	chrIV	1411140	1411192	-	YDR476C	NA
8550	chrIV	1412083	1412097	-	YDR476C	NA
8551	chrIV	1412151	1412166	-	NA	NA
8552	chrIV	1416765	1416791	-	NA	YDR479C
8553	chrIV	1416866	1416936	-	YDR479C	NA
8554	chrIV	1417094	1417142	-	YDR479C	NA
8555	chrIV	1418202	1418238	-	NA	NA
8556	chrIV	1420098	1420136	-	NA	YDR481C
8557	chrIV	1420279	1420312	-	YDR481C	NA
8558	chrIV	1420637	1420673	-	YDR481C	YDR482C
8559	chrIV	1420849	1420940	-	YDR482C	NA
8560	chrIV	1427205	1427262	-	YDR485C	NA
8561	chrIV	1428129	1428168	-	YDR486C	NA
8562	chrIV	1428990	1429059	-	YDR487C	NA
8563	chrIV	1430739	1430808	-	YDR488C	YDR488C
8564	chrIV	1431911	1431923	-	NA	NA
8565	chrIV	1433419	1433444	-	NA	YDR490C
8566	chrIV	1434341	1434369	-	YDR490C	NA
8567	chrIV	1438435	1438499	-	NA	YDR495C
8568	chrIV	1441192	1441218	-	YDR495C	NA
8569	chrIV	1443411	1443465	-	YDR496C	NA
8570	chrIV	1444139	1444168	-	NA	YDR497C
8571	chrIV	1444617	1444638	-	NA	YDR497C
8572	chrIV	1445077	1445089	-	NA	YDR497C
8573	chrIV	1445537	1445568	-	YDR497C	NA
8574	chrIV	1446419	1446456	-	NA	YDR498C
8575	chrIV	1447029	1447042	-	YDR498C	NA
8576	chrIV	1450622	1450687	-	NA	YDR500C
8577	chrIV	1450863	1450875	-	YDR500C	NA
8578	chrIV	1452450	1452494	-	NA	NA
8579	chrIV	1452637	1452675	-	NA	NA
8580	chrIV	1452765	1452946	-	NA	NA
8581	chrIV	1454484	1454518	-	YDR502C	NA
8582	chrIV	1455897	1455949	-	YDR503C	NA
8583	chrIV	1456083	1456102	-	YDR503C	NA
8584	chrIV	1458691	1458713	-	NA	YDR505C
8585	chrIV	1459364	1459501	-	YDR505C	NA
8586	chrIV	1461570	1461624	-	YDR506C	NA
8587	chrIV	1464977	1465024	-	NA	YDR507C
8588	chrIV	1465863	1465911	-	YDR507C	NA
8589	chrIV	1466694	1466700	-	NA	YDR508C
8590	chrIV	1468180	1468185	-	NA	YDR508C
8591	chrIV	1468485	1468531	-	YDR508C	NA
8592	chrIV	1468616	1468632	-	YDR508C	NA
8593	chrIV	1470214	1470230	-	YDR510C-A	NA
8594	chrIV	1470416	1470423	-	YDR510C-A	NA
8595	chrIV	1470782	1470826	-	NA	YDR512C
8596	chrIV	1473004	1473088	-	YDR514C	NA
8597	chrIV	1475442	1475460	-	NA	YDR516C
8598	chrIV	1475935	1475958	-	NA	YDR516C
8599	chrIV	1476502	1476553	-	YDR516C	NA
8600	chrIV	1476975	1476996	-	YDR516C	NA
8601	chrIV	1480576	1480621	-	NA	NA
8602	chrIV	1483315	1483343	-	NA	YDR520C
8603	chrIV	1483478	1483522	-	YDR520C	NA
8604	chrIV	1489029	1489085	-	YDR524C	NA
8605	chrIV	1489820	1489844	-	YDR524C-B	NA
8606	chrIV	1490788	1490794	-	YDR524C-A	NA
8607	chrIV	1492883	1492910	-	NA	NA
8608	chrIV	1493063	1493131	-	NA	NA
8609	chrIV	1493908	1493958	-	NA	NA
8610	chrIV	1496194	1496256	-	NA	YDR529C
8611	chrIV	1496335	1496424	-	NA	YDR529C
8612	chrIV	1496565	1496605	-	YDR529C	NA
8613	chrIV	1497723	1497802	-	YDR530C	YDR530C
8614	chrIV	1497868	1498007	-	YDR530C	NA
8615	chrIV	1500536	1500626	-	YDR532C	YDR532C
8616	chrIV	1500770	1500827	-	YDR532C	NA
8617	chrIV	1501879	1501955	-	NA	YDR533C
8618	chrIV	1502184	1502202	-	YDR533C	NA
8619	chrIV	1502270	1502397	-	YDR533C	NA
8620	chrIV	1504904	1504939	-	YDR534C	NA
8621	chrIV	1506809	1506857	-	NA	YDR535C
8622	chrIV	1507214	1507258	-	NA	YDR535C
8623	chrIV	1509330	1509364	-	NA	NA
8624	chrIV	1509775	1509841	-	NA	NA
8625	chrIV	1514611	1514631	-	NA	NA
8626	chrIV	1515593	1515649	-	NA	NA
8627	chrIV	1516403	1516448	-	NA	NA
8628	chrIV	1517257	1517378	-	NA	YDR540C
8629	chrIV	1517755	1517799	-	YDR540C	NA
8630	chrIV	1518023	1518077	-	YDR540C	NA
8631	chrIV	1520782	1520950	-	YDR541C	NA
8632	chrIX	21791	21821	-	NA	NA
8633	chrIX	23946	24063	-	NA	YIL009C-A
8634	chrIX	30740	30790	-	NA	NA
8635	chrIX	31132	31351	-	NA	YIL013C
8636	chrIX	32922	32976	-	YIL166C	NA
8637	chrIX	34709	34783	-	YIL164C	NA
8638	chrIX	34961	35006	-	YIL164C	NA
8639	chrIX	35924	36027	-	NA	NA
8640	chrIX	37219	37281	-	YIL163C	NA
8641	chrIX	39440	39530	-	NA	NA
8642	chrIX	39615	39713	-	NA	NA
8643	chrIX	41467	41501	-	YIL160C	NA
8644	chrIX	47542	47574	-	YIL157C	NA
8645	chrIX	53744	53779	-	YIL155C	NA
8646	chrIX	54800	54829	-	NA	YIL024C
8647	chrIX	55034	55073	-	YIL154C	NA
8648	chrIX	55274	55292	-	YIL154C	NA
8649	chrIX	60834	60868	-	YIL151C	NA
8650	chrIX	62715	62789	-	YIL150C	NA
8651	chrIX	68177	68213	-	YIL149C	NA
8652	chrIX	72559	72590	-	NA	YIL029C
8653	chrIX	73627	73672	-	YIL147C	NA
8654	chrIX	75743	75754	-	YIL146C	YIL030C
8655	chrIX	75916	75967	-	YIL146C	NA
8656	chrIX	76110	76146	-	YIL146C	NA
8657	chrIX	76894	76899	-	NA	YIL032C
8658	chrIX	77292	77356	-	YIL145C	NA
8659	chrIX	83053	83078	-	YIL143C	NA
8660	chrIX	85854	85871	-	NA	NA
8661	chrIX	85908	85945	-	NA	NA
8662	chrIX	87594	87622	-	NA	NA
8663	chrIX	88374	88416	-	NA	YIL035C
8664	chrIX	88690	88752	-	YIL139C	YIL035C
8665	chrIX	89506	89578	-	NA	YIL037C
8666	chrIX	89725	89745	-	YIL138C	NA
8667	chrIX	92359	92362	-	NA	YIL038C
8668	chrIX	92587	92591	-	NA	YIL038C
8669	chrIX	92820	92842	-	YIL137C	NA
8670	chrIX	93433	93484	-	YIL137C	NA
8671	chrIX	93699	93769	-	YIL137C	NA
8672	chrIX	94285	94300	-	NA	NA
8673	chrIX	96392	96448	-	YIL135C	NA
8674	chrIX	97008	97020	-	YIL134C-A	NA
8675	chrIX	97105	97191	-	YIL134C-A	NA
8676	chrIX	98282	98319	-	NA	NA
8677	chrIX	98776	99090	-	NA	YIL044C
8678	chrIX	99187	99371	-	NA	YIL044C
8679	chrIX	99427	99441	-	YIL133C	NA
8680	chrIX	100247	100261	-	NA	YIL047C
8681	chrIX	100457	100529	-	YIL132C	NA
8682	chrIX	100877	100888	-	YIL132C	YIL047C-A
8683	chrIX	102256	102346	-	YIL131C	NA
8684	chrIX	113319	113346	-	YIL129C	NA
8685	chrIX	117659	117688	-	YIL127C	NA
8686	chrIX	127535	127545	-	NA	NA
8687	chrIX	127728	127779	-	NA	NA
8688	chrIX	129759	129785	-	NA	NA
8689	chrIX	135058	135090	-	NA	NA
8690	chrIX	135254	135300	-	NA	NA
8691	chrIX	136036	136036	-	NA	NA
8692	chrIX	136808	136810	-	NA	YIL055C
8693	chrIX	137995	138090	-	YIL119C	NA
8694	chrIX	141606	141694	-	YIL117C	NA
8695	chrIX	142927	142929	-	NA	NA
8696	chrIX	148750	148758	-	YIL115C	NA
8697	chrIX	148851	148904	-	YIL115C	NA
8698	chrIX	150005	150021	-	YIL114C	NA
8699	chrIX	150187	150210	-	YIL114C	NA
8700	chrIX	151349	151368	-	NA	NA
8701	chrIX	154599	154621	-	NA	NA
8702	chrIX	154810	154933	-	NA	NA
8703	chrIX	155832	155879	-	NA	NA
8704	chrIX	159410	159423	-	NA	YIL062C
8706	chrIX	160128	160276	-	YIL109C	NA
8707	chrIX	160575	160598	-	YIL109C	NA
8708	chrIX	164664	164762	-	NA	YIL063C
8709	chrIX	164897	164996	-	NA	YIL063C
8710	chrIX	165551	165555	-	NA	YIL063C
8711	chrIX	165848	165943	-	YIL107C	NA
8712	chrIX	169639	169782	-	YIL105C	NA
8713	chrIX	171043	171091	-	NA	YIL066C
8714	chrIX	171535	171559	-	YIL104C	NA
8715	chrIX	172964	172990	-	NA	NA
8716	chrIX	173048	173052	-	NA	NA
8717	chrIX	173199	173315	-	NA	NA
8718	chrIX	173619	173666	-	YIL102C-A	NA
8719	chrIX	176813	176936	-	NA	YIL069C
8720	chrIX	177027	177046	-	NA	YIL069C
8721	chrIX	177220	177412	-	YIL101C	YIL070C
8722	chrIX	179579	179614	-	NA	NA
8723	chrIX	180245	180271	-	YIL098C	NA
8724	chrIX	183154	183193	-	YIL096C	NA
8725	chrIX	187238	187241	-	NA	YIL074C
8726	chrIX	187655	187720	-	YIL094C	NA
8727	chrIX	188842	188867	-	YIL093C	NA
8728	chrIX	193214	193244	-	YIL091C	NA
8729	chrIX	195791	195836	-	NA	NA
8730	chrIX	196235	196316	-	NA	NA
8731	chrIX	197461	197515	-	NA	NA
8732	chrIX	199417	199476	-	YIL088C	NA
8733	chrIX	200098	200193	-	YIL087C	YIL084C
8734	chrIX	202065	202113	-	YIL085C	NA
8735	chrIX	203279	203309	-	YIL084C	NA
8736	chrIX	204687	204758	-	YIL083C	NA
8737	chrIX	204957	204993	-	YIL083C	NA
8738	chrIX	207511	207517	-	NA	NA
8739	chrIX	212021	212046	-	YIL079C	NA
8740	chrIX	212183	212214	-	YIL079C	NA
8741	chrIX	215948	215981	-	YIL077C	NA
8742	chrIX	216472	216491	-	YIL077C	NA
8743	chrIX	218308	218343	-	NA	YIL093C
8744	chrIX	220733	220762	-	YIL075C	NA
8745	chrIX	222537	222624	-	YIL074C	NA
8746	chrIX	223640	223670	-	NA	YIL096C
8747	chrIX	224138	224170	-	NA	YIL096C
8748	chrIX	224319	224361	-	NA	YIL096C
8749	chrIX	227579	227581	-	NA	NA
8750	chrIX	229980	230027	-	YIL071C	YIL098C
8751	chrIX	231104	231159	-	YIL070C	NA
8752	chrIX	231762	231767	-	NA	YIL101C
8753	chrIX	231810	231933	-	NA	YIL101C
8754	chrIX	232398	232437	-	YIL069C	NA
8755	chrIX	235510	235543	-	YIL068C	NA
8756	chrIX	236842	236857	-	NA	YIL102C-A
8757	chrIX	237782	237819	-	YIL067C	NA
8758	chrIX	239703	239738	-	NA	YIL104C
8759	chrIX	240751	240770	-	YIL066C	NA
8760	chrIX	241794	241829	-	YIL065C	NA
8761	chrIX	243209	243459	-	NA	YIL107C
8762	chrIX	243556	243600	-	NA	YIL107C
8763	chrIX	243776	243792	-	YIL063C	NA
8764	chrIX	244489	244506	-	YIL062C	NA
8765	chrIX	245529	245579	-	YIL061C	NA
8766	chrIX	246922	247060	-	YIL059C	NA
8767	chrIX	247395	247471	-	YIL059C	NA
8768	chrIX	248439	248491	-	YIL057C	NA
8769	chrIX	251079	251136	-	NA	NA
8770	chrIX	253252	253257	-	NA	YIL119C
8771	chrIX	253772	253782	-	NA	YIL119C
8772	chrIX	253965	253998	-	YIL055C	NA
8773	chrIX	254092	254113	-	YIL055C	NA
8774	chrIX	254719	254743	-	YIL055C	NA
8775	chrIX	256510	256527	-	NA	YIL127C
8776	chrIX	257083	257104	-	YIL052C	NA
8777	chrIX	258309	258347	-	YIL051C	NA
8778	chrIX	258505	258571	-	YIL051C	NA
8779	chrIX	258598	258623	-	YIL051C	NA
8780	chrIX	258699	258707	-	YIL051C	NA
8781	chrIX	259898	259917	-	NA	NA
8782	chrIX	260723	260771	-	NA	NA
8783	chrIX	260929	260941	-	NA	NA
8784	chrIX	261305	261337	-	NA	NA
8785	chrIX	261585	261604	-	NA	NA
8786	chrIX	261734	261748	-	NA	NA
8787	chrIX	267712	267712	-	NA	YIL132C
8788	chrIX	267841	267861	-	YIL047C	NA
8789	chrIX	268253	268279	-	YIL047C	NA
8790	chrIX	273529	273583	-	NA	YIL133C
8791	chrIX	273616	273657	-	NA	YIL133C
8792	chrIX	273865	273897	-	YIL044C	NA
8793	chrIX	274719	274759	-	NA	YIL134C-A
8794	chrIX	274938	274966	-	YIL043C	NA
8795	chrIX	276292	276346	-	YIL042C	NA
8796	chrIX	277992	278027	-	NA	NA
8797	chrIX	282883	282898	-	YIL038C	NA
8798	chrIX	289008	289053	-	YIL035C	NA
8799	chrIX	289555	289681	-	NA	YIL142C-A
8800	chrIX	290095	290138	-	YIL034C	NA
8801	chrIX	291302	291314	-	NA	YIL143C
8802	chrIX	291341	291390	-	NA	YIL143C
8803	chrIX	291471	291522	-	NA	YIL143C
8804	chrIX	291680	291786	-	YIL033C	NA
8805	chrIX	300038	300099	-	YIL030C	NA
8806	chrIX	301354	301377	-	YIL029C	NA
8807	chrIX	301746	301813	-	YIL029C	NA
8808	chrIX	302840	302851	-	NA	NA
8809	chrIX	304131	304167	-	YIL027C	NA
8810	chrIX	304650	304710	-	NA	YIL150C
8811	chrIX	307932	307978	-	YIL026C	NA
8812	chrIX	309190	309228	-	YIL024C	NA
8813	chrIX	310418	310457	-	YIL023C	YIL155C
8814	chrIX	310579	310613	-	YIL023C	NA
8815	chrIX	314567	314572	-	NA	YIL163C
8816	chrIX	314840	314915	-	YIL020C	NA
8817	chrIX	320984	321042	-	YIL017C	NA
8818	chrIX	321194	321288	-	YIL017C	NA
8819	chrIX	321825	321843	-	YIL017C	NA
8820	chrIX	321966	321998	-	NA	NA
8821	chrIX	323444	323496	-	NA	NA
8822	chrIX	323742	323781	-	NA	NA
8823	chrIX	324059	324095	-	NA	NA
8824	chrIX	325573	325614	-	YIL014C-A	NA
8825	chrIX	329139	329178	-	NA	YIL166C
8826	chrIX	330357	330413	-	NA	YIL166C
8827	chrIX	332248	332265	-	NA	YIL166C
8828	chrIX	332462	332535	-	YIL013C	NA
8829	chrIX	335914	335984	-	NA	YIL169C
8830	chrIX	336207	336247	-	YIL009C-A	NA
8831	chrIX	337089	337139	-	YIL009C-A	NA
8832	chrIX	337521	337589	-	NA	NA
8833	chrIX	337792	337845	-	NA	NA
8834	chrIX	338243	338248	-	NA	NA
8835	chrIX	338329	338403	-	NA	NA
8836	chrIX	338617	338710	-	NA	NA
8837	chrIX	343654	343700	-	YIL007C	NA
8838	chrIX	345390	345424	-	NA	NA
8839	chrIX	348352	348354	-	NA	YIL176C
8840	chrIX	348516	348552	-	YIL004C	NA
8841	chrIX	353449	353490	-	YIL002C	NA
8842	chrIX	353569	353643	-	YIL002C	NA
8843	chrIX	356576	356593	-	NA	YIR001C
8844	chrIX	356942	356961	-	YIR001C	NA
8845	chrIX	357145	357183	-	YIR001C	NA
8846	chrIX	360462	360487	-	YIR002C	NA
8847	chrIX	360704	360736	-	YIR002C	NA
8848	chrIX	362945	362958	-	NA	NA
8849	chrIX	365139	365155	-	NA	NA
8850	chrIX	369577	369629	-	NA	YIR006C
8851	chrIX	369942	369972	-	YIR006C	NA
8852	chrIX	374292	374377	-	YIR008C	NA
8853	chrIX	378262	378280	-	YIR011C	NA
8854	chrIX	379766	379796	-	NA	NA
8855	chrIX	381721	381780	-	NA	NA
8856	chrIX	383645	383726	-	NA	YIR017C
8857	chrIX	383828	383879	-	NA	YIR017C
8858	chrIX	384100	384113	-	YIR017C	YIR017C
8859	chrIX	384187	384245	-	YIR017C	NA
8860	chrIX	386325	386354	-	YIR018C-A	NA
8861	chrIX	386437	386524	-	YIR018C-A	NA
8862	chrIX	386617	386650	-	YIR018C-A	NA
8863	chrIX	387036	387143	-	NA	NA
8864	chrIX	396723	396746	-	NA	NA
8865	chrIX	396921	396973	-	NA	NA
8866	chrIX	397052	397107	-	NA	NA
8867	chrIX	398933	398939	-	YIR020C-B	NA
8868	chrIX	399562	399593	-	NA	NA
8869	chrIX	403302	403329	-	NA	YIR024C
8870	chrIX	403499	403535	-	YIR024C	NA
8871	chrIX	405976	406012	-	YIR026C	NA
8872	chrIX	406866	406917	-	NA	YIR027C
8873	chrIX	407948	407973	-	YIR027C	NA
8874	chrIX	408982	409001	-	NA	NA
8875	chrIX	410134	410152	-	NA	NA
8876	chrIX	410730	410730	-	NA	NA
8877	chrIX	412732	412811	-	YIR030C	NA
8878	chrIX	414699	414833	-	YIR031C	NA
8879	chrIX	415465	415518	-	NA	YIR032C
8880	chrIX	415612	415720	-	YIR032C	NA
8881	chrIX	420579	420589	-	NA	YIR034C
8882	chrIX	420768	420811	-	YIR034C	NA
8883	chrIX	421517	421567	-	NA	YIR035C
8884	chrIX	421810	421859	-	YIR035C	NA
8885	chrIX	422865	422915	-	YIR036C	NA
8886	chrIX	424524	424571	-	YIR038C	NA
8887	chrIX	425257	425265	-	YIR038C	NA
8888	chrIX	429326	429467	-	NA	NA
8889	chrIX	432073	432371	-	YIR039C	NA
8890	chrIX	435070	435092	-	NA	NA
8891	chrIX	435345	435371	-	NA	YIR042C
8892	chrIX	435902	435993	-	YIR042C	YIR042C
8893	chrIX	435993	436095	-	YIR042C	NA
8894	chrIX	436374	436439	-	YIR042C	NA
8895	chrIX	438161	438184	-	NA	NA
8896	chrM	54840	54840	-	NA	NA
8897	chrV	401	447	-	NA	YEL001C
8898	chrV	6044	6060	-	YEL075C	NA
8899	chrV	7551	7700	-	YEL073C	NA
8900	chrV	9575	9631	-	NA	NA
8901	chrV	9715	9772	-	NA	NA
8902	chrV	11141	11161	-	NA	NA
8903	chrV	11304	11351	-	NA	NA
8904	chrV	13339	13352	-	NA	NA
8905	chrV	14998	15073	-	NA	NA
8906	chrV	15916	15997	-	NA	NA
8907	chrV	25852	25880	-	NA	YEL014C
8908	chrV	25880	25999	-	YEL068C	NA
8909	chrV	26462	26549	-	YEL068C	YEL016C
8910	chrV	30848	30885	-	NA	YEL017C-A
8911	chrV	31248	31299	-	YEL064C	NA
8912	chrV	32608	32624	-	NA	YEL018C-A
8913	chrV	33512	33700	-	YEL063C	NA
8914	chrV	34209	34289	-	YEL063C	NA
8915	chrV	34422	34457	-	YEL063C	NA
8916	chrV	39623	39667	-	YEL061C	NA
8917	chrV	41658	41661	-	NA	YEL020C
8918	chrV	41899	41912	-	NA	YEL020C
8919	chrV	41992	42016	-	YEL060C	NA
8920	chrV	42635	42701	-	YEL059C-A	NA
8921	chrV	43005	43087	-	YEL059C-A	NA
8922	chrV	45691	45694	-	YEL057C	YEL023C
8923	chrV	45798	45829	-	YEL057C	NA
8924	chrV	45873	45929	-	YEL057C	NA
8925	chrV	50951	50979	-	NA	YEL025C
8926	chrV	51594	51634	-	YEL055C	NA
8927	chrV	53091	53112	-	NA	YEL029C
8928	chrV	53242	53259	-	YEL054C	NA
8929	chrV	53477	53595	-	YEL054C	NA
8930	chrV	56148	56170	-	YEL053C	NA
8931	chrV	56378	56407	-	YEL053C	NA
8932	chrV	59275	59296	-	NA	NA
8933	chrV	60185	60185	-	NA	YEL032C-A
8934	chrV	60341	60377	-	NA	YEL032C-A
8935	chrV	60880	60911	-	YEL050C	NA
8936	chrV	64048	64069	-	NA	NA
8937	chrV	65172	65188	-	YEL048C	NA
8938	chrV	66086	66134	-	NA	YEL035C
8939	chrV	66805	66819	-	YEL047C	NA
8940	chrV	68033	68070	-	NA	YEL036C
8941	chrV	68120	68278	-	NA	YEL036C
8942	chrV	68363	68377	-	NA	YEL036C
8943	chrV	68880	68910	-	YEL046C	YEL037C
8944	chrV	70206	70259	-	YEL045C	NA
8945	chrV	77299	77340	-	NA	NA
8946	chrV	77408	77455	-	NA	NA
8947	chrV	80058	80154	-	YEL039C	NA
8949	chrV	82715	82788	-	YEL037C	NA
8950	chrV	83238	83240	-	NA	YEL046C
8951	chrV	84553	84582	-	YEL036C	NA
8952	chrV	84671	84822	-	YEL036C	NA
8953	chrV	89990	90022	-	NA	NA
8954	chrV	97324	97324	-	NA	YEL054C
8955	chrV	97693	97751	-	NA	YEL054C
8956	chrV	97852	97872	-	YEL029C	NA
8957	chrV	99433	99491	-	NA	NA
8958	chrV	106127	106187	-	YEL025C	YEL055C
8959	chrV	106866	106920	-	YEL025C	NA
8960	chrV	111104	111115	-	YEL023C	NA
8961	chrV	118114	118119	-	YEL020C-B	NA
8962	chrV	120338	120369	-	YEL020C	NA
8963	chrV	121293	121337	-	YEL019C	NA
8964	chrV	122814	122832	-	NA	YEL064C
8965	chrV	122951	123027	-	YEL017C-A	NA
8966	chrV	126346	126421	-	YEL016C	NA
8967	chrV	128309	128380	-	NA	YEL068C
8968	chrV	135219	135288	-	NA	NA
8969	chrV	136364	136403	-	NA	YEL069C
8970	chrV	136985	137002	-	YEL009C-A	NA
8971	chrV	138504	138541	-	NA	NA
8972	chrV	140034	140122	-	YEL009C	NA
8973	chrV	140334	140367	-	YEL009C	NA
8974	chrV	140452	140481	-	YEL009C	NA
8975	chrV	140859	141014	-	YEL008C-A	NA
8976	chrV	143938	143938	-	NA	NA
8977	chrV	146750	146795	-	YEL005C	NA
8978	chrV	149450	149507	-	NA	YEL076C
8979	chrV	150052	150073	-	YEL002C	NA
8980	chrV	150591	150596	-	NA	YEL077C
8981	chrV	150991	151017	-	YEL001C	NA
8982	chrV	151878	151894	-	YEL001C	NA
8983	chrV	156474	156504	-	NA	NA
8984	chrV	158908	159012	-	NA	YER003C
8985	chrV	159138	159162	-	YER003C	NA
8986	chrV	162424	162488	-	NA	NA
8987	chrV	164844	164859	-	YER006C-A	NA
8988	chrV	166488	166522	-	NA	YER007C-A
8989	chrV	166894	166917	-	YER007C-A	NA
8990	chrV	167586	167586	-	YER007C-A	NA
8991	chrV	171854	171888	-	YER008C	NA
8992	chrV	173301	173367	-	YER010C	NA
8993	chrV	176081	176121	-	NA	NA
8994	chrV	176969	176988	-	NA	NA
8995	chrV	177563	177638	-	NA	NA
8996	chrV	178569	178592	-	NA	NA
8997	chrV	187463	187578	-	NA	NA
8998	chrV	187786	187819	-	NA	NA
8999	chrV	188052	188101	-	NA	NA
9000	chrV	188327	188334	-	NA	NA
9001	chrV	191861	191910	-	YER017C	NA
